DISPANCESLR, INCLINOMETERYMAX, INCLINOMETERYZC, GROUNDSPEED, DEPTH, INCLINOMETERXZC, MEPOWER, METORQUE, INCLINOMETERXMAX, TRANSVERSEGROUNDSPEED, WINDANGLE, WINDSPEED, MEFOFLOW, DEPTHOFFSET, INCLINOMETERYMIN, COMMANDEDRUDDERANGLE, VESSELHEAD, LATITUDE, MERPM, RUDDERANGLE, SPEEDKNOTS, LONGTITUDE, INCLINOMETERXMIN, GEFOTOTALVOLUME, GEFOFLOW, WATERSPEED, TRACKDEGREES, MEFOTOTALVOLUME, TOTALACCUMULATEDDISTANCE, TIMESTAMP
72287.8,0,-0.82,0,0,5.09,-0.35,39.46,15.21,0,1.56,-55.59,0,135.3,337.4,0.6,0,-1.16,0.07,-1,0,10354.8,4.6,85193.2,-0.41,0.34,135.33,45550,71780.18,1/24/2013 4:57
0,72287.8,0,-0.84,0,5.02,-0.34,43.32,15.87,0,1.47,-57.75,0,135.3,337.4,0.6,0,-1.12,0.08,-1,0,10354.8,4.6,85216,-0.41,0.36,35.71,71780.18,45550,1/24/2013 5:02
0,72287.8,0,-0.82,4.92,-0.34,0,43.04,15.97,-0.01,1.54,-59.36,0,135.3,337.4,0.57,0,-1.22,0.08,-1,0,10354.8,4.6,85238.8,-0.41,0.18,74.86,71780.18,45550,1/24/2013 5:07
0,72287.8,0.01,-0.62,4.67,-0.33,0,42.77,16.15,0.01,1.7,-73.44,0,135.3,337.4,0.6,0,-0.84,0.07,-1,0.01,10354.8,4.6,85261.6,-0.4,0.05,92.57,71780.18,45550,1/24/2013 5:12
0,72287.81,0.08,-0.45,16.98,4.53,-0.32,0,42.4,0.06,-81.45,1.58,0,135.3,337.4,0.6,0,-0.76,0.08,-1,0.1,10354.81,4.4,85284.2,-0.4,-0.1,14.33,71780.19,45550,1/24/2013 5:17
-0.78,72287.81,0.08,0,4.68,-0.32,35.41,0,16.43,-108.7,1.59,0.06,0,135.3,0.6,0,-1.11,337.39,0.08,-1,0.1,10354.82,4.6,85307,-0.39,-0.2,11.71,71780.19,45550,1/24/2013 5:22
-1.02,72287.82,0.06,0,43.41,4.59,-0.32,0,15.33,-142.51,1.51,0.04,0,135.3,0.6,0,-1.35,337.33,-1,0.08,0.07,10354.82,4.6,85330,-0.39,-0.26,12.83,71780.2,45550,1/24/2013 5:27
-0.96,72287.82,0,0,44.51,4.57,-0.31,0,16.09,-87.98,1.78,0,0,135.3,0.6,0,-1.2,337.31,-1,0.08,0.02,10354.82,5.2,85354.4,-0.39,-0.24,10.71,71780.2,45550,1/24/2013 5:32
72287.82,0,-0.45,0,4.65,-0.29,0,44.79,15.85,-64.07,0,1.04,0,135.31,0.6,0,-0.94,337.3,-1,0.07,0,10354.81,5.4,85381.4,-0.38,-0.25,297.14,71780.2,45550,1/24/2013 5:37
72287.82,0,-0.34,0,4.53,-0.28,0,41.39,15.76,-93.4,0,1.21,0,135.31,0.6,0,-0.59,337.3,-1,0.08,0.01,10354.81,5.4,85408.6,-0.37,-0.09,289.83,71780.2,45550,1/24/2013 5:42
72287.82,0,-0.3,0,4.51,-0.28,0,39.82,15.96,-62.32,0,2.05,0,135.31,0.6,0,-0.5,337.3,0.08,-1,0,10354.81,5.6,85436,-0.37,-0.01,247.57,71780.2,45550,1/24/2013 5:47
72287.82,0.03,-0.44,0,0,4.52,-0.29,39.64,15.84,-93.51,0.02,1.56,2,135.31,0.6,0,-0.78,337.3,0.07,-1,0.03,10354.81,5.2,85462.4,-0.36,0.01,205.29,45550.8,71780.2,1/24/2013 5:52
72287.83,0.03,-0.31,0,0,4.41,-0.28,38.17,15.69,-65.36,0,1.17,0,135.3,0.6,0,-0.92,337.3,0.07,-1,0.01,10354.8,5.2,85488.2,-0.37,-0.07,342.33,45551,71780.21,1/24/2013 5:57
72287.83,0,-0.3,0,0,4.47,-0.27,43.41,16.34,0,-44.03,1.08,0,135.3,0.6,0,-0.59,337.3,0.08,-1,0,10354.81,5.2,85514.6,-0.36,-0.02,179.71,45551,71780.21,1/24/2013 6:02
72287.83,0,-0.21,0,0,4.46,-0.29,36.42,16.63,0,-52.46,1.31,0,135.31,0.6,0,-0.51,337.3,0.07,-1,0,10354.8,5.4,85541.2,-0.37,0.1,121,45551,71780.21,1/24/2013 6:07
72287.83,0.08,-0.02,0,0,4.42,-0.29,40.28,16.17,0.01,-76.83,1.33,0,135.3,0.6,0,-0.24,337.3,0.07,-1,0.07,10354.8,5.2,85567.6,-0.38,0.14,341.33,45551,71780.21,1/24/2013 6:12
72287.83,0,0,-0.09,0,4.44,-0.3,38.81,15.4,0,-99.63,1.3,0,135.31,0.6,0,-0.27,337.3,0.07,-1,0,10354.8,5.4,85594,-0.38,0.21,346,45551,71780.21,1/24/2013 6:17
-0.12,0,-0.03,72287.83,4.38,-0.3,0,41.57,15.91,0.01,-124.36,0,2.84,135.31,-0.36,0.6,0,337.3,0.08,-1,0,10354.81,5.2,85620.6,-0.38,0.24,207.17,45551,71780.21,1/24/2013 6:22
-0.41,0,72287.83,0,4.4,-0.31,0,42.12,15.68,0,0,-90.08,2.8,135.31,-0.69,0.6,0,337.3,0.07,-1,0,10354.8,4.8,85645.4,-0.38,0.36,139,45551,71780.21,1/24/2013 6:27
-0.25,0,72287.83,0,4.35,-0.3,0,42.31,16.07,0,0,-75.96,2.51,135.31,-0.55,0.6,0,337.3,0.07,-1,0,10354.8,5,85670,-0.36,0.42,128.86,45551,71780.21,1/24/2013 6:32
0.02,0,72287.83,0,4.22,-0.29,0,40.74,16.12,0,0,-70.44,3.23,135.31,-0.31,0.6,0,337.27,-1,0.08,0,10354.8,4.8,85694.4,-0.36,0.46,68,45551,71780.21,1/24/2013 6:37
-0.8,0,72287.83,0,4.13,-0.3,0,41.02,15.67,0,0,-75.85,2.38,135.31,-1.12,0.6,0,337.2,-1,0.08,0,10354.8,5,85719,-0.37,0.49,68,45551,71780.21,1/24/2013 6:42
-1.16,0,72287.83,0,4.12,-0.3,0,42.12,15.97,1.84,0,-107.74,0,135.31,-1.3,0.6,0,337.2,-1,0.08,0,10354.81,5,85744,-0.36,0.6,68,45551,71780.21,1/24/2013 6:47
-1.09,0,72287.83,0,4.08,-0.3,0,42.68,15.42,1.59,0,-97.59,0,135.3,-1.32,0.6,0,337.2,-1,0.07,0,10354.8,5,85769,-0.36,0.61,68,45551,71780.21,1/24/2013 6:52
-0.92,0,72287.83,0,4,-0.29,0,41.66,15.94,1.83,0,-81.38,0,135.3,-1.14,0.6,0,337.2,0.08,-1,0,10354.81,5,85794,-0.36,0.59,68,45551,71780.21,1/24/2013 6:57
-0.86,0,72287.83,0,0,3.9,-0.29,40.57,15.1,2.17,0,-86.34,0,135.3,-1.04,0.6,0,337.2,0.09,-1,0,10354.81,5,85819,-0.36,0.55,51.71,71780.21,45551,1/24/2013 7:02
-0.59,0,72287.83,0,0,3.83,-0.28,40.19,15.68,0,-88.53,1.81,0,135.3,-0.96,0.6,0,337.2,0.08,-1,0,10354.81,5.2,85844.2,-0.35,0.53,30,71780.21,45551,1/24/2013 7:07
-0.62,0,72287.83,0,0,3.82,-0.28,42.4,15.85,0,-58.67,1.58,0,135.3,-0.89,0.6,0,337.2,0.08,-1,0,10354.82,5.2,85870.4,-0.35,0.54,30,71780.21,45551,1/24/2013 7:12
-0.95,0,72287.83,0,0,3.76,-0.27,41.02,16.01,0,-87.23,1.63,0,135.3,-1.25,0.6,337.28,0,0.07,-1,0,10354.81,5.2,85896.6,-0.34,0.46,30,71780.21,45551,1/24/2013 7:17
-1.4,0,72287.83,0,0,3.69,-0.27,41.48,15.75,0,2.13,-101.18,0,135.3,-1.63,337.3,0,0.6,0.07,-1,0,10354.81,-0.33,5.2,85922.8,0.34,30,71780.21,45551,1/24/2013 7:22
0,72287.83,0,-1.61,0,3.65,-0.27,39.75,16.24,0,-151.08,1.83,0,135.3,337.3,0.6,0,-1.91,0.08,-1,0,10354.8,5.5,85946.75,-0.34,0.28,30,45551,71780.21,1/24/2013 7:27
0,72287.83,0,-0.83,3.46,-0.24,0,39.09,15.82,0,-93.23,2.07,0,135.31,337.3,0.6,0,-1.14,0.08,-1,0,10354.82,5,85970,-0.32,0.23,30,45551,71780.21,1/24/2013 7:32
0,72287.83,0,-0.42,3.5,-0.24,0,40.1,15.32,0,-78.1,1.47,0,135.31,337.3,0.6,0,-0.7,0.08,-1,0,10354.82,5,85995,-0.31,0.13,30,45551,71780.21,1/24/2013 7:37
0,72287.83,0,-0.32,3.48,-0.23,0,39.92,15.81,0,-90.84,1.31,0,135.31,337.3,0.6,0,-0.65,0.07,-1,0,10354.82,5,86020,-0.31,0.11,30,45551,71780.21,1/24/2013 7:42
0,72287.83,0,-0.55,3.48,-0.23,0,40.47,16.14,0,-91.83,1.86,0,135.31,337.3,0.6,0,-0.71,0.07,-1,0,10354.82,5,86045,-0.3,0.05,30,71780.21,45551,1/24/2013 7:47
0,72287.83,0.03,-0.86,15.76,3.4,-0.24,0,36.58,0.01,-101.15,2.37,0,135.3,337.3,0.6,0,-1.17,0.08,-1,0.03,10354.82,5,86070,-0.3,0.02,166,71780.21,45551,1/24/2013 7:52
72287.84,0.03,-1.28,0,16.02,3.43,-0.25,0,37.81,-95.94,0.01,2.67,0,135.3,337.3,0.6,0,-1.64,0.07,-1,0.03,10354.82,86094.6,4.8,-0.31,0.12,354.14,71780.22,45551,1/24/2013 7:57
72287.84,0.1,-1.19,0,16.33,3.4,-0.24,0,42.24,-94.99,0.03,2.19,2,135.3,0,0.6,-1.4,337.3,0.1,0.08,-1,10354.82,86119,-0.31,5,0.06,353.33,71780.22,45551.4,1/24/2013 8:02
72287.85,0.1,-1.04,0,15.38,3.46,-0.24,0,43.58,-78.65,0.02,1.83,0,135.3,0,0.6,-1.21,337.3,0.08,0.09,-1,10354.82,86143,-0.31,4.8,0.08,350.29,71780.23,45552,1/24/2013 8:07
72287.86,0.1,-0.88,0,16.12,3.42,-0.24,0,44.33,-59.51,0.02,1.8,0,135.3,0,0.6,-1.06,337.3,0.1,0.08,-1,10354.82,86167.4,-0.31,4.8,349.86,0.13,71780.24,45552,1/24/2013 8:12
72287.87,0.09,-0.76,0,45.62,15.6,3.4,-0.23,0,-48.23,0.02,3.38,0,135.3,0,0.6,-0.97,337.32,0.08,0.07,-1,10354.82,86192,-0.3,5,350.5,0.22,71780.25,45552,1/24/2013 8:17
0,72287.87,-0.98,0,-0.23,40.56,3.47,0,16.25,-89.97,0,2.77,0,135.31,0.6,0,-1.29,337.4,0,0.08,-1,10354.82,86215.8,-0.3,4.6,313.14,0.21,71780.25,45552,1/24/2013 8:22
0.02,72287.87,0,-1.55,-0.23,3.41,0,40.93,16.06,0.04,-79.89,3.09,0,135.31,0.6,0,337.4,-1.75,0.08,-1,0.04,10354.81,86240,5,-0.3,0.24,41.67,71780.25,45552,1/24/2013 8:27
0,72287.87,0,-1.65,-0.24,3.46,0,39.46,16.18,0,-91.4,3.03,0,135.31,0.6,0,337.34,-1.85,0.08,-1,0,10354.81,86264.4,4.8,-0.3,0.24,41,71780.25,45552,1/24/2013 8:32
0,72287.87,0,-1.22,-0.23,3.41,0,43.5,15.91,0,-65.77,2.43,0,135.31,0.6,0,337.3,-1.69,0.08,-1,0,10354.81,86289.4,5.2,-0.3,0.29,41,71780.25,45552,1/24/2013 8:37
0,72287.87,0,-0.29,-0.21,3.4,16.11,0,40.19,0,-69.61,2.14,0,135.31,0.6,0,-0.55,337.32,0.08,-1,0,10354.82,86314.6,5,-0.28,0.29,41,71780.25,45552,1/24/2013 8:42
0,72287.87,0,-0.07,-0.2,3.3,15.95,0,39.09,-86.68,0,1.5,0,135.31,0.6,0,-0.26,337.4,0.08,-1,0,10354.8,86340,5,-0.27,0.41,41,71780.25,45552,1/24/2013 8:47
0,72287.87,-0.18,0,-0.2,3.24,15.63,0,42.22,-104.27,0,1.46,0,135.31,0,0.6,-0.4,337.4,0,0.07,-1,10354.8,86365.8,5.2,-0.27,0.32,41,71780.25,45552,1/24/2013 8:52
0,72287.87,-0.08,0,-0.2,3.2,38.54,15.79,0,-80.91,0,2.03,0,135.31,0,0.6,-0.33,337.45,0,0.07,-1,10354.81,86391.8,5.2,-0.27,41,0.33,71780.25,45552,1/24/2013 8:57
0,72287.87,-0.27,0,-0.2,3.15,43.41,15.23,0,-80.53,0,1.98,0,135.31,0,0.6,-0.46,337.5,0,0.07,-1,10354.81,86417.2,5.2,-0.27,41,0.44,71780.25,45552,1/24/2013 9:02
0,72287.87,-0.33,0,-0.19,3.15,37.98,16.11,0,-92.71,0,2.24,0,135.31,0,0.6,-0.47,337.5,0,0.08,-1,10354.81,86443.6,5.2,-0.27,41,0.41,71780.25,45552,1/24/2013 9:07
0,72287.87,-0.44,0,-0.19,3.15,47.18,15.43,0,-102.93,0,2.8,0,135.31,0,0.6,-0.65,337.5,0,0.07,-1,10354.82,86469.6,5.2,-0.26,41,0.38,71780.25,45552,1/24/2013 9:12
0,72287.87,-0.81,0,-0.19,3.09,43.6,0,15.84,-101.51,0,1.64,0,135.31,0,0.6,-1.08,337.5,0,0.09,-1,10354.82,5.2,86495.4,-0.27,41,0.42,71780.25,45552,1/24/2013 9:17
0,0,72287.87,-1.43,3.1,-0.2,0,41.2,16.08,0,2.14,-69.51,0,135.31,337.42,0,0.6,-1.66,0.08,-1,0,10354.82,5.2,86521.8,-0.28,0.41,41,71780.25,45552,1/24/2013 9:22
72287.87,0,-1.47,0,3.1,-0.21,0,41.48,16.16,0,-111.93,1.68,0,135.31,337.4,0.6,0,-1.61,0.08,-1,0.02,10354.82,5.2,86547.8,-0.29,0.37,68,71780.25,45552,1/24/2013 9:27
72287.87,0,-1.19,0,3.14,-0.22,0,36.7,15.85,0,-102.3,1.61,0,135.3,337.4,0.6,0,-1.5,0.08,-1,0,10354.82,86574.4,5.4,-0.3,0.33,104,71780.25,45552,1/24/2013 9:32
72287.87,0,-0.91,0,3.14,-0.22,0,39.27,16.07,0,-105.1,1.49,0,135.3,337.4,0.6,0,-1.09,0.08,-1,0,10354.82,86600,-0.29,5,0.28,104,71780.25,45552,1/24/2013 9:37
72287.87,-0.03,-0.82,0,3.14,-0.23,0,42.51,15.59,0.05,-97.2,1.65,0,135.3,0,337.46,0.6,-0.95,0.08,-1,0.07,10354.81,86625,-0.29,5,0.12,97,71780.25,45552,1/24/2013 9:42
72287.87,0,-0.85,0,15.83,3.16,-0.23,0,42.49,0,-99.9,2.77,0,135.31,0,337.53,0.6,-1.02,0.07,-1,0,10354.8,86649.6,-0.3,4.8,0.22,90,71780.25,45552,1/24/2013 9:47
72287.87,0,-0.97,0,15.64,3.18,-0.24,0,44.88,0,-107.51,3.16,0,135.3,0,337.6,0.6,-1.2,0.07,-1,0,10354.81,86671.75,-0.3,5.25,0.16,90,71780.25,45552,1/24/2013 9:52
72287.87,0,-0.84,0,16.17,3.2,-0.24,0,39.82,-101.5,0,2.75,0,135.3,0,337.7,0.6,-1.04,0.07,-1,0,10354.81,86695,-0.31,5,0.1,90,71780.25,45552,1/24/2013 9:57
72287.87,0,-0.29,0,15.67,3.19,-0.24,0,39.82,-114.67,0,2.59,0,135.3,0,-0.51,0.6,337.7,0.08,-1,0,10354.81,-0.32,5.2,86720.8,0.05,90,71780.25,45552,1/24/2013 10:02
72287.87,0,-0.79,0,39.46,16.32,3.21,-0.26,0,-104.1,0,2.43,0,135.3,-1.07,0.6,0,337.7,0,0.08,-1,10354.82,5,86746,-0.32,0.03,90,71780.25,45552,1/24/2013 10:07
72287.87,0,-1.17,0,41.57,15.85,3.29,-0.26,0,-110.03,0,2.09,0,135.3,-1.28,0.6,0,337.67,0,0.09,-1,10354.82,4.8,86770.8,-0.32,90,-0.15,71780.25,45552,1/24/2013 10:12
72287.87,0,-1.18,0,39.64,16.01,3.37,-0.26,0,-86.19,0,1.24,0,135.3,-1.34,0.6,0,337.55,0,0.08,-1,10354.82,5,86795,-0.33,90,-0.11,71780.25,45552,1/24/2013 10:17
72287.87,-0.02,-0.98,0,37.89,3.33,-0.26,0,15.48,-56.98,0.04,0.92,0,135.31,-1.17,0.6,0,337.5,0.07,0.07,-1,10354.8,5.2,86821,-0.33,96.14,-0.06,71780.25,45552,1/24/2013 10:22
0,72287.87,-0.01,-1,15.81,3.38,-0.25,0,40.74,-52.83,0.02,1.87,0,135.31,0.6,0,-1.23,337.4,-1,0.09,0.03,10354.8,86846.2,-0.34,5.2,-0.08,98.14,71780.25,45552,1/24/2013 10:27
0,72287.87,0,-1.01,16.02,3.43,-0.26,0,42.58,-55.66,0,1.31,2,135.3,0.6,0,-1.18,337.4,-1,0.07,0,10354.82,86877.2,-0.34,6.8,-0.03,99,71780.25,45552.4,1/24/2013 10:32
0,72287.87,0,-0.98,15.85,3.46,-0.25,0,43.65,-68.91,0,1.11,0,135.3,0.6,0,-1.1,337.4,-1,0,0.07,10354.82,6.67,86914.33,-0.33,99,0.03,71780.25,45553,1/24/2013 10:37
0,72287.87,0,-1.02,15.86,-0.26,40.74,3.5,0,-52.53,0,1.44,0,135.3,0.6,0,-1.13,337.43,-1,0,0.09,10354.82,6.4,86949.8,-0.33,99,-0.05,71780.25,45553,1/24/2013 10:42
0,72287.87,0,-1.08,16.35,-0.25,41.48,3.6,0,-66.78,0,1.3,0,135.31,0,-1.19,0.6,337.5,-1,0,0.09,10354.81,6.4,86981.8,-0.33,99,0.06,71780.25,45553,1/24/2013 10:47
72287.87,-0.06,-1.08,0,16.17,-0.26,42.12,3.45,0,-88.66,0.03,1.46,0,135.31,0,-1.2,0.6,337.5,-1,0.06,0.09,10354.82,6.6,87014.4,-0.33,118.86,-0.02,71780.25,45553,1/24/2013 10:52
72287.87,-0.05,-0.89,0,15.81,3.59,-0.25,43.23,0,0.03,-89.8,1.66,0,135.31,0,-1.01,0.6,337.58,-1,0.06,0.08,10354.81,6.4,87047.2,-0.33,117.17,0.03,71780.25,45553,1/24/2013 10:57
72287.87,-0.07,-0.81,0,15.29,3.53,-0.25,40.84,0,0.05,-82.45,1.57,0,135.31,0,-0.91,0.6,337.6,-1,0.1,0.08,10354.8,6.6,87079.8,-0.33,0.04,119.43,71780.25,45553,1/24/2013 11:02
-0.61,72287.87,-0.01,0,16.13,3.54,-0.24,42.58,0,0.01,-86.81,1.61,0,135.31,0,-0.83,0.6,337.63,-1,0.03,0.08,10354.81,6.4,87112.2,-0.32,0.02,129.71,71780.25,45553,1/24/2013 11:07
-0.66,72287.87,0,0,16.4,3.62,-0.25,48.19,0,0,-84.61,1.83,0,135.31,0,-0.9,0.6,337.7,-1,0,0.07,10354.81,6.6,87144.8,-0.33,0.02,131,71780.25,45553,1/24/2013 11:12
-0.77,72287.87,0,0,16.6,3.67,-0.25,42.49,0,0,-96.05,1.55,0,135.31,0,-0.86,0.6,337.7,-1,0.08,0,10354.8,6.4,87177.2,-0.34,0.01,131,71780.25,45553,1/24/2013 11:17
-0.66,0,72287.87,0,15.13,-0.24,41.66,0,3.77,0,-72.71,1.34,0,135.31,-0.77,0,0.57,337.7,-1,0.08,0,10354.8,-0.33,6.6,87210.2,131,-0.01,71780.25,45553,1/24/2013 11:22
72287.87,0.04,-0.56,0,16.88,3.72,-0.25,0,40.74,0.02,-80.93,1.54,0,135.3,0,-0.65,337.7,0.6,0.08,0.06,-1,10354.81,6.8,87243.4,-0.32,70.5,-0.02,71780.25,45553,1/24/2013 11:27
72287.88,0.05,-0.67,0,-0.25,15.55,3.74,0,41.76,-81.92,0.03,1.73,0,135.29,0,-0.89,337.66,0.58,0.05,0.07,-3.73,10354.82,6.6,87276.6,-0.33,11.86,0.08,71780.26,45553,1/24/2013 11:32
72287.88,0,-1.17,0,-0.26,45.89,16.21,3.76,0,-97.97,0,2.16,0,135.31,0,-1.26,337.68,0.3,0,0.08,-0.7,10354.81,6.6,-0.34,87310,16,0.08,71780.26,45553,1/24/2013 11:37
72287.88,0,-1.15,0,-0.26,46.72,15.61,3.76,0,-89.17,0,2.18,0,135.3,0,-1.3,0.3,337.6,0.02,0.08,-0.7,10354.8,6.4,87342.6,-0.34,95.86,0.06,71780.26,45553,1/24/2013 11:42
72287.88,0,-1.2,0,-0.26,45.71,15.45,3.82,0,-85.26,0,2.34,0,135.31,-1.34,0.3,0,337.51,0,0.08,-0.7,10354.82,6.4,87374.6,-0.34,3,0.06,71780.26,45553,1/24/2013 11:47
72287.88,0,-1.28,0,3.82,-0.26,39.82,15.16,0,-86.16,0,2.1,0,135.31,-1.37,0.3,0,337.5,0,0.08,-0.7,10354.82,6.6,87406.6,-0.34,0.04,3,71780.26,45553,1/24/2013 11:52
-1.26,72287.88,0,0,3.79,-0.26,41.94,15.96,0,-87.53,0,1.48,0,135.31,-1.35,0.3,0,337.46,0,0.08,-0.7,10354.81,6.6,87439.6,-0.34,0.15,3,71780.26,45553,1/24/2013 11:57
-1.27,72287.88,0,0,3.93,-0.26,40.84,16.04,0,-81.3,0,2.29,0,135.31,-1.44,0.3,0,337.4,0,0.08,-0.7,10354.81,6.6,87472.6,-0.34,0.14,3,71780.26,45553,1/24/2013 12:02
-1.27,72287.88,0,0,4,-0.26,42.58,0,15.91,0,0,-84.2,2.21,135.31,0.3,0,-1.48,337.4,0,0.08,-0.7,10354.81,6.6,87505.8,-0.34,0.16,3,71780.26,45553,1/24/2013 12:07
-1.26,72287.88,0,0,4.06,-0.26,45.62,0,15.76,0,0,-91.25,2.62,135.31,0.33,0,-1.41,337.4,-0.73,0,0.08,10354.82,6.4,87538.4,-0.35,0.1,3,71780.26,45553,1/24/2013 12:12
-1.16,72287.88,0,0,4.07,-0.26,42.21,0,16.2,0,0,-86.89,2.74,135.31,0.4,0,-1.43,337.4,0.08,-0.8,0,10354.81,6.6,87570.8,-0.34,0.16,3,71780.26,45553,1/24/2013 12:17
72287.88,0,-1.13,0,4.08,41.2,-0.26,15.76,0,-87.81,0,2.84,0,135.31,0,0.4,-1.39,337.4,0.08,-0.8,0,10354.82,6.8,87603.8,-0.34,0.04,3,71780.26,45553,1/24/2013 12:22
72287.88,0,-0.83,0,-0.26,35.96,15.87,4.12,0,-91.98,0,2.98,0,135.31,0,-0.98,0.4,337.49,0,0.07,-0.8,10354.82,7.75,87637,-0.34,3,-0.04,71780.26,45553,1/24/2013 12:27
72287.88,0.04,-0.74,0,-0.25,38.9,15.53,4.39,0,-0.15,-84.53,2.26,0,135.31,0,-0.88,20.51,339.33,0.14,0.08,19.71,10354.81,8.2,87673.2,-0.34,147.86,-0.11,71780.26,45553,1/24/2013 12:32
72287.88,-0.78,0.02,0,-0.24,39.73,15.83,4.84,0,-0.41,-89.73,2.3,0,135.29,0,-0.95,29.72,348.73,0.4,0.08,29.12,10354.75,8.6,87715.8,-0.34,-0.21,263.5,71780.26,45553,1/24/2013 12:37
72287.88,-0.58,-0.42,0,5.44,-0.23,1115.82,16.47,0,4,-0.48,-72.47,2.47,135.24,0,-0.84,15.46,206.1,0.66,10.86,14.74,10354.69,11.4,87764.2,-0.34,-0.49,229.57,71780.26,45555,1/24/2013 12:42
72287.88,-0.68,-0.81,0,5.15,-0.24,1720.26,0,16.67,8,-0.66,-167.49,3.13,135.18,0,30.57,-0.95,36.83,1.03,14,30.09,10354.58,14.2,87832.2,-0.38,-0.77,255,71780.26,45558,1/24/2013 12:47
72287.89,-0.89,0.12,0,5.4,-0.25,566.92,0,16.73,4,-0.72,-307.68,1.42,135.23,0,35.6,-1.1,88.16,0.73,3.49,35.2,10354.52,14.6,87904.8,-0.37,0.39,110.29,71780.27,45561,1/24/2013 12:52
72287.9,-0.7,0.73,0,5.75,-0.27,2476.46,0,17.8,8,-0.31,-276.64,1.81,135.27,0,16.26,-1.21,146.31,17.18,14.47,0.99,10354.57,12.8,87975.2,-0.38,1.25,105.29,71780.28,45562.2,1/24/2013 12:57
72288.11,-0.44,4.43,0,5.69,-0.28,7647.46,0,20.71,28,-0.04,-295.26,1.54,134.93,0,5.39,-1.08,160.07,-4.29,42.21,4.9,10354.7,7.8,88021.2,-0.4,4.98,160.5,71780.48,45572.4,1/24/2013 13:02
72288.72,-0.64,8.38,0,5.38,-0.23,0,9971.07,19.85,1.75,36,-0.15,-308.18,134,0,1.6,-1.11,159.96,50.28,-2.13,8.78,10355.02,7,88058.4,-0.38,8.96,160.14,71781.09,45588.6,1/24/2013 13:07
72289.57,0.17,11.35,0.4,4.62,-0.16,0,12713.15,21.54,2.47,50,-0.09,-300.07,132.6,0,8.81,-1.74,169.97,56.86,0.77,11.89,10355.44,6.8,88092,-0.32,11.93,167.43,71781.96,45613,1/24/2013 13:12
72290.59,12.06,0.34,0.2,4.57,-0.15,0,6496.97,20.26,2.29,24,-0.11,-283.29,130.89,0,2.36,-1.61,16,190.35,47.33,0.6,12.03,10355.52,6.8,88126.6,-0.26,12.41,188,71782.96,1/24/2013 13:17
-0.39,72291.66,11.55,0,-0.17,0,4.49,20.88,6477.57,22,-0.25,-285.55,1.6,129.27,0,-1.46,3.98,194.96,11.57,47.04,0.38,10355.14,-0.27,6.6,88160,11.83,194.29,71784.02,45640.4,1/24/2013 13:22
-0.53,72292.61,11.35,0,-0.18,0,7643.69,20.95,4.51,26,-0.34,-279.14,2.33,127.71,0,-1.41,1.54,194.94,11.56,48.48,-0.37,10354.74,-0.3,6.6,88192.8,11.6,193.71,71784.98,45652.4,1/24/2013 13:27
-0.25,72293.59,13.1,0,-0.14,0,17432.29,23.36,5.31,66,-0.45,-283.99,2.31,126.01,0,-1.45,4.31,197.8,13.83,63.71,1.04,10354.29,-0.3,5.8,88223.6,13.11,196.17,71785.95,45678.2,1/24/2013 13:32
1.07,72294.75,14.79,0.25,-0.13,0,13.34,15048.9,22.57,54,-0.46,-253.15,1.3,124.08,0,-0.92,5.35,217.8,15.37,63.59,-2.78,10353.52,-0.29,5.8,88252.2,14.92,212.14,71787.13,45707.2,1/24/2013 13:37
0.72,72295.97,15.02,1.2,-0.14,0,15.36,15535.99,23.25,56,-0.49,-51.56,3.36,122.89,0,3.43,-0.53,254.22,65.03,-1.94,15.39,10351.88,-0.3,5.4,88280.4,15.25,251.33,71788.34,45735,1/24/2013 13:42
0.4,72297.34,15.49,0.2,-0.13,0,15.88,16135.47,22.05,58,-0.55,-48.5,4.95,122.33,0,2.93,-1.02,262.1,66.26,-1.07,15.85,10349.75,-0.28,5.2,88306.2,15.85,258.57,71789.73,45763.2,1/24/2013 13:47
1.09,72298.65,15.5,0,-0.11,0,16.09,15825.15,21.93,8.01,58,-0.47,-46.09,122.53,0,4.71,-0.77,287.21,-4.1,66.63,15.59,10347.61,-0.28,5,88332,15.74,286.86,71791.02,45792.6,1/24/2013 13:52
-0.02,72299.81,15.33,0.4,-0.14,0,17.76,15481.2,23.15,6.62,54,-0.68,-49.2,122.95,4.6,0,-1.83,275.05,1.07,66.57,15.55,10345.63,-0.29,5,88356.8,15.86,274.33,71792.19,45820.2,1/24/2013 13:57
-0.35,72301.13,15.59,0,-0.13,0,20.78,15229.81,22.56,6.29,56,-0.6,-32.17,123.13,1.51,0,-1.1,275.02,66.47,-0.86,15.83,10343.59,-0.28,5,88381.8,16.15,274.83,71793.5,45847.8,1/24/2013 14:02
0.8,72302.53,15.74,0,-0.09,0,22.38,17123.84,22.63,6.42,62,-0.51,-19.08,123.42,5.13,0,-0.44,288.43,67.56,-1.87,15.95,10341.45,-0.3,5,88407,16.17,285.14,71794.91,45876.8,1/24/2013 14:07
15.84,72303.88,0.09,0.2,-0.11,0,18.9,17038.55,22.47,7.34,60,-0.4,-22.33,124.47,3.1,0,-1.17,307.17,68.62,-1.19,16.03,10339.54,-0.29,5,88429.5,16.38,306.43,71796.26,45905,1/24/2013 14:12
