DISPANCESLR, INCLINOMETERYMAX, INCLINOMETERYZC, GROUNDSPEED, DEPTH, INCLINOMETERXZC, MEPOWER, METORQUE, INCLINOMETERXMAX, TRANSVERSEGROUNDSPEED, WINDANGLE, WINDSPEED, MEFOFLOW, DEPTHOFFSET, INCLINOMETERYMIN, COMMANDEDRUDDERANGLE, VESSELHEAD, LATITUDE, MERPM, RUDDERANGLE, SPEEDKNOTS, LONGTITUDE, INCLINOMETERXMIN, GEFOTOTALVOLUME, GEFOFLOW, WATERSPEED, TRACKDEGREES, MEFOTOTALVOLUME, TOTALACCUMULATEDDISTANCE, TIMESTAMP
0,78144.2,0,-1.07,43.96,15.31,4.46,-0.25,0,0,-117.12,1.33,0,4096.41,-1.19,0.4,0,353.9,0.08,-0.7,0,2868.23,0,215193,-0.3,0.21,225,153420,77636.58,2/12/2013 7:12
-1.1,0,78144.22,0.01,48.93,15.29,4.48,-0.26,0,-0.01,-131.56,1.73,2,4096.41,-1.22,0.4,0,353.9,0.07,-0.7,0,2868.23,0,215193,-0.31,0.15,190,153421,77636.6,2/12/2013 7:17
0,-1.12,78144.23,0,40.56,15.89,4.43,-0.26,0,0,-121.1,1.36,0,4096.41,-1.23,0.4,0,353.9,0.08,-0.7,0,2868.23,0,215193,-0.31,0.14,190,153421,77636.61,2/12/2013 7:22
0,-1.13,78144.24,-0.01,38.9,15.46,4.46,-0.26,0,0,-0.01,-115.98,1.35,4096.41,-1.22,0.4,0,353.9,0.08,-0.7,0,2868.24,-0.31,0.2,215193.2,0.23,190,153421,77636.62,2/12/2013 7:27
78144.27,0.01,-1.15,0,4.47,-0.25,0,41.39,16.16,0,0.01,-109.21,1.81,4096.41,0.4,0,-1.26,353.9,-0.7,0,0.07,2868.24,-0.3,0,215194,0.27,190,77636.65,153421,2/12/2013 7:32
78144.28,-0.02,-1.1,0,4.4,-0.23,0,49.02,15.63,0,-0.01,-109.31,1.84,4096.42,0.4,0,-1.22,353.9,-0.7,0.08,0,2868.24,-0.3,0.2,215194.2,0.22,190,77636.66,153421,2/12/2013 7:37
78144.3,0,-1.08,0,4.44,-0.22,0,40.47,15.46,1.88,0,0,-129.33,4096.41,0.4,0,-1.33,353.94,-0.7,0.08,0.02,2868.24,-0.36,1.4,215198.2,0.14,231.43,77636.68,153421,2/12/2013 7:42
-0.01,78144.31,-1.08,0,4.46,-0.25,0,42.03,16.19,1.83,0,0,-134.74,4096.41,0.4,0,-1.23,354,-0.7,0.07,0,2868.23,-0.33,1.75,215206.5,0.17,314.5,77636.69,153421,2/12/2013 7:47
0,78144.33,-1.09,0,-0.25,0,4.49,44.24,16.4,1.22,0,0,-117.03,4096.41,0.4,0,-1.21,354.07,0.08,-0.7,0,2868.24,-0.33,2.6,215216,0.18,318,77636.71,153421,2/12/2013 7:52
-0.02,78144.34,-1.07,0,-0.25,0,4.48,36.88,16.41,1.43,0,-0.01,-135.91,4096.41,0.4,0,-1.19,354.1,0.08,-0.7,0,2868.24,-0.32,3.4,215232,0.21,318,77636.72,153421,2/12/2013 7:57
-0.01,78144.36,-1.06,0,-0.25,4.45,0,42.12,15.86,1.93,0,0.02,-123.47,4096.41,0.4,0,-1.22,354.1,0.07,-0.7,0,2868.24,-0.32,3.4,215249,0.15,318,77636.74,153421,2/12/2013 8:02
0,78144.37,-1.05,0,-0.25,4.46,0,39,15.55,2.53,0,0.01,-132,4096.41,0.4,0,-1.19,354.16,0.07,-0.7,0,2868.24,-0.33,4,215268,0.2,318,77636.75,153421,2/12/2013 8:07
0,78144.39,-1.04,0,-0.24,4.43,0,42.4,16.31,-0.01,2.21,0,-125.67,4096.41,0.4,0,354.2,-1.15,0.07,-0.7,0,2868.24,-0.32,4,215290,0.19,318,77636.77,153421,2/12/2013 8:12
-0.05,78144.41,-0.99,0,-0.25,4.33,0,43.87,15.36,-0.03,2.07,0,-127.36,4096.41,0.4,0,354.2,-1.11,0.08,-0.7,0,2868.24,-0.32,3.8,215311.2,0.24,318,77636.79,153421,2/12/2013 8:17
0.01,78144.42,-0.93,0,-0.26,4.45,0,41.57,15.52,0.01,2.2,0,-135.75,4096.41,0.4,0,354.15,-1.17,-0.7,0.08,0,2868.24,-0.32,3.8,215330.4,0.22,318,77636.8,153421,2/12/2013 8:22
0,78144.44,0,-1.01,-0.26,4.42,0,42.86,15.19,0,2.24,0,-130.03,4096.41,0.4,0,354.1,-1.29,-0.7,0.07,0,2868.24,-0.32,4,215348,0.2,318,77636.82,153421,2/12/2013 8:27
78144.46,0,0,-1.25,0,4.51,-0.29,39.55,16,-0.02,2.36,0,-142.91,4096.41,0.4,354.02,0,-1.36,0.08,-0.7,0,2868.24,3.8,215365.2,-0.34,0.17,318,77636.84,153421,2/12/2013 8:32
0,78144.47,0,-0.93,0,4.49,-0.26,38.81,15.52,0,2.23,0,-148.9,4096.41,0.4,354,0,-1.23,0.09,-0.7,0,2868.24,3.8,215384.6,-0.35,0.18,318,77636.85,153421,2/12/2013 8:37
0,78144.49,0,-1.05,4.5,-0.28,0,42.22,15.65,0,1.53,0,-147.67,4096.41,0.4,354,0,-1.21,0.08,-0.7,0,2868.24,3,215401.6,-0.35,0.17,318,77636.87,153421,2/12/2013 8:42
0,78144.5,0.01,-1.17,4.48,-0.29,0,39.73,16.26,-0.01,1.37,0,-134.53,4096.41,0.4,354,0,-1.32,0.07,-0.7,0,2868.24,215414.4,2.4,-0.35,0.16,293.17,77636.88,153421,2/12/2013 8:47
0,78144.51,-0.01,-1.3,4.53,-0.28,0,42.41,15.75,-0.01,-137.08,1.4,2,4096.42,0.4,354,0,-1.41,0.07,-0.7,0,2868.24,215426.2,-0.34,2.4,0.12,194.71,77636.89,153421.4,2/12/2013 8:52
0,78144.52,0,-1.45,16.57,4.48,-0.27,0,41.64,-0.01,-146.73,0,1.63,4096.41,0.4,0,353.97,-1.64,0.07,-0.7,0,2868.24,215439,-0.33,2.33,0.15,175.71,77636.9,153422,2/12/2013 8:57
0,78144.54,-0.01,-1.46,15.58,4.28,-0.26,0,41.48,-0.01,-142.01,0,1.97,4096.41,0,353.9,0.4,-1.75,0.08,-0.7,0,2868.24,215452,-0.32,2.4,0.18,176,77636.92,153422,2/12/2013 9:02
0,78144.55,0.01,-0.75,16.15,4.37,-0.24,0,46.54,-0.01,-145.23,1.94,0,4096.41,0,353.9,0.4,-0.93,0.08,-0.7,0,2868.24,215463.4,-0.3,2.2,0.16,176,77636.93,153422,2/12/2013 9:07
0,78144.57,0.01,-0.72,15.58,4.35,-0.24,0,42.95,0,-136.23,1.92,0,4096.41,0,-0.83,353.9,0.4,0.07,-0.7,0,2868.24,215475.2,-0.3,2.4,0.24,176,77636.95,153422,2/12/2013 9:12
0,78144.59,0,-0.79,44.24,16.36,4.18,-0.24,0,0,-131,1.9,0,4096.41,0,-0.96,353.9,0.4,0,0.07,-0.7,2868.24,215487.4,-0.3,2.4,0.21,176,77636.97,153422,2/12/2013 9:17
0,78144.61,0,-0.94,44.15,15.51,4.3,-0.25,0,-0.01,-138.04,1.9,0,4096.41,0,-1.02,353.9,0.4,0,0.08,-0.7,2868.24,215499.6,-0.31,2.4,176,0.27,77636.99,153422,2/12/2013 9:22
78144.63,0.02,-0.93,0,4.42,0,44.7,16.07,-0.23,1.87,-0.01,-134.3,0,4096.41,353.9,0,0.4,-1.03,-0.7,0,0.07,2868.24,215514.6,-0.32,3.6,0.23,176,153422,77637.01,2/12/2013 9:27
78144.65,0.03,-0.94,0,4.45,0,43.6,-0.24,15.76,-0.01,1.76,-151.43,0,4096.41,353.9,0.4,0,-1.03,-0.7,0,0.08,2868.24,3.8,215533.6,-0.32,0.21,176,153422,77637.03,2/12/2013 9:32
78144.66,0.01,-0.92,0,4.4,0,43.41,-0.24,16.11,-0.01,2.06,-137.51,0,4096.41,353.9,0.4,0,-1.02,-0.7,0,0.07,2868.24,4,215553,-0.32,0.2,176,153422,77637.04,2/12/2013 9:37
78144.68,-0.13,0,-0.98,0,40.93,3.3,-0.24,16.26,0.04,-134.88,2.12,0,4096.41,353.8,0.4,0,-1.08,-0.7,0,0.08,2868.24,3.8,215572.4,-0.32,0.3,176,153422,77637.06,2/12/2013 9:42
78144.71,-0.01,0,-0.99,0,41.2,4.23,-0.25,15.97,0,-137.99,1.97,0,4096.42,353.73,0.4,0,-1.08,-0.7,0,0.08,2868.24,3.6,215591.2,-0.31,0.26,176,153422,77637.09,2/12/2013 9:47
78144.72,0.01,0,-0.95,0,4.39,-0.25,44.24,15.81,0,-144.5,2.04,0,4096.41,353.7,0.4,0,-1.03,-0.7,0,0.08,2868.23,2.4,215605.4,-0.31,0.12,176,153422,77637.1,2/12/2013 9:52
78144.74,0,0,-0.93,0,4.44,-0.25,45.16,15.72,-0.01,-136.48,2.1,0,4096.42,353.7,0.4,0,-1.02,-0.7,0,0.08,2868.23,2.2,215616.6,-0.31,0.16,176,153422,77637.12,2/12/2013 9:57
78144.75,0.01,0,-0.93,0,4.38,-0.25,41.85,15.02,0.01,-139.87,2.13,0,4096.41,353.7,0.4,0,-1.03,-0.7,0,0.08,2868.23,2.5,215627.25,-0.31,0.2,176,153422,77637.13,2/12/2013 10:02
78144.77,0.01,0,-0.94,15.97,0,4.3,-0.25,39.64,0,-139.28,2.18,0,4096.41,353.7,0.4,0,-1.02,-0.7,0,0.08,2868.23,215637.4,2.2,-0.31,0.23,176,153422,77637.15,2/12/2013 10:07
0,0,78144.79,-0.94,15.77,0,4.27,-0.24,38.08,-142.77,-0.01,2.36,0,4096.42,353.7,0.4,0,-1.02,-0.7,0,0.07,2868.23,215649,-0.32,2.4,0.24,176,153422,77637.17,2/12/2013 10:12
0,78144.81,0.01,-0.92,15.36,0,4.29,-0.25,42.31,-138.69,-0.01,2.31,0,4096.42,353.7,0.4,0,-1.01,-0.7,0,0.08,2868.23,215663.2,-0.31,3.2,0.22,176,153422,77637.19,2/12/2013 10:17
0,78144.82,0.01,-0.93,15.5,0,4.3,-0.24,40.56,-148.03,-0.01,2.18,0,4096.41,353.7,0.4,0,-1.01,-0.7,0,0.08,2868.23,215679.2,-0.31,3.2,0.16,176,153422,77637.2,2/12/2013 10:22
0,78144.84,0,-0.92,15.62,0,4.36,-0.24,45.58,-134.13,0,1.9,0,4096.41,353.7,0.4,0,-1.01,-0.7,0,0.08,2868.23,215697.4,-0.31,3.8,0.2,176,153422,77637.22,2/12/2013 10:27
-0.92,78144.85,0.01,0,16.53,4.34,-0.24,44.79,0,0,-139.84,2.03,0,4096.41,0,-1.01,0.4,353.7,-0.7,0.08,0,2868.23,4,215717,-0.31,0.19,176,77637.23,153422,2/12/2013 10:32
-0.9,78144.87,0,0,16.55,4.3,-0.23,45.34,0,0,-140.2,2.23,0,4096.41,-1,0.32,0,353.7,-4.7,0.06,0,2868.23,5,215739.8,-0.32,0.19,176,77637.25,153422,2/12/2013 10:37
-0.91,78144.89,0,0,15.99,4.3,-0.23,44.33,0,0,-130.24,1.74,0,4096.41,-1,0.4,0,353.77,-0.7,0.08,0,2868.23,5,215765,-0.32,0.17,176,77637.27,153422,2/12/2013 10:42
-1,78144.9,-0.02,0,15.58,4.36,-0.22,551.38,0,0.01,-145.39,1.83,2,4096.41,-1.17,0.4,0,353.37,-0.7,3.93,0.11,2868.23,4.8,215789.4,-0.31,0.15,171.17,77637.28,153422.2,2/12/2013 10:47
-1.03,78144.91,-1.35,0,16.4,3.86,-0.21,1112.51,0,2.25,0.07,-133.85,4,4096.31,0.4,0,-1.29,353.14,10.56,-0.7,1.35,2868.27,5,215814.2,-0.32,-1.42,171.43,77637.29,153424.8,2/12/2013 10:52
-0.99,78144.92,-2.12,0,16.38,8.01,-0.23,746.36,0,2.74,0.54,-142.59,4,4096.04,0.4,0,-1.22,350.35,8.75,-0.7,2.23,2868.3,5.4,215839.8,-0.33,-2.42,169.33,77637.3,153427,2/12/2013 10:57
78144.92,-0.78,-1.2,0,16.17,21.69,-0.25,1086.84,0,1.88,0.26,-165.75,4,4095.84,12.3,0,-1.07,301.53,6.99,-12.57,1.38,2868.48,5.4,215867.2,-0.37,-1.15,150.57,77637.3,153427.4,2/12/2013 11:02
78144.96,1.1,-0.93,0,16.53,26.05,-0.24,794.55,0,1.31,0.69,-243.43,4,4095.84,36.1,0,-1.22,237.19,5.89,-36.5,1.23,2868.44,5.6,215894.8,-0.35,0.76,267.43,77637.34,153431,2/12/2013 11:07
78145.04,1.14,-0.96,0,16.71,33.95,-0.25,1396.15,0,1.27,0.45,-294.63,6,4095.76,23.6,0,-1.25,195.23,8.24,-27.6,1.4,2868.27,7.8,215930.2,-0.38,1.12,219,77637.42,153431.6,2/12/2013 11:12
78145.34,6.96,-0.88,0,20.67,45.84,-0.3,9149.66,0,3.82,0.56,-328.53,36,4095.27,1.92,0,-1.43,179.43,48.86,-0.48,6.97,2868.15,6,215962.2,-0.44,7.01,184.57,153444.6,77637.72,2/12/2013 11:17
78146.11,11.39,-0.95,0,20.15,59.88,0,7944.44,-0.26,5.97,0.54,-337.34,30,4093.95,1.99,0,-1.44,174.99,51.62,1.43,11.33,2868.13,6,215993.2,-0.38,11.36,177.86,153461,77638.49,2/12/2013 11:22
12.66,-0.74,0,78147.11,20.53,-0.24,0,7074.84,65.67,0.47,-344.24,7.03,28,4092.24,-1.61,2.21,0,174.88,51.59,12.69,0.91,2868.22,6,216023,-0.36,177.17,12.88,153475.4,77639.49,2/12/2013 11:27
13.02,-1.06,0,78148.23,-0.24,0,6944.05,161.63,21.76,0.42,-342.87,6.62,26,4090.43,-1.37,1.57,0,175,13.02,51.57,1.28,2868.34,5.8,216052.2,-0.35,176.86,13.17,153488.6,77640.62,2/12/2013 11:32
13.17,-0.97,0,78149.3,-0.23,0,6913.98,20.83,0.21,-335.11,5.9,26,4088.61,-1.5,2.01,175.06,13.19,51.53,2.16,2868.47,5.8,216081.8,-0.35,175.86,13.04,153502,77641.69,153488.6,77640.62,2/12/2013 11:37
13.16,-0.99,0,78150.37,-0.24,0,6717.52,21.09,0.42,-339.31,6.67,26,4086.76,-1.68,1.5,166.58,13.16,51.45,-0.76,2868.71,6,216111,-0.36,168.5,12.95,153514.8,77642.76,153488.6,77640.62,2/12/2013 11:42
13.34,-0.87,0,78151.55,-0.24,0,6953.71,21.05,-0.08,-333.07,6.6,28,4084.98,-1.48,1.43,162.19,13.37,51.65,0.23,2869.38,5.8,216140.2,-0.36,13.1,161.71,153528.4,77643.91,153488.6,77640.62,2/12/2013 11:47
13.43,-0.87,0,78152.63,-0.23,0,6865.42,20.21,26,-0.22,-336.57,6.14,4083.2,-1.47,2.11,162.24,51.6,0.06,13.41,2870.13,5.8,216169.4,-0.35,13.24,161.14,153541.6,77645.02,153488.6,77640.62,2/12/2013 11:52
-0.72,13.25,0,78153.71,-0.23,0,6725.62,19.4,26,0.5,-337.77,6.75,4081.4,-1.51,4.37,158.73,51.66,-3.83,13.37,2870.9,6,216199,-0.36,13.16,161.17,153555,77646.1,153488.6,77640.62,2/12/2013 11:57
-1.4,12.13,0,78154.75,-0.27,0,7113.93,19.21,26,1.92,-203.39,7.39,4080.01,-2.2,1.6,111.29,51.43,0.87,12.34,2872.2,5.8,216228,-0.39,12.17,119.57,153567.6,77647.13,153488.6,77640.62,2/12/2013 12:02
-0.63,12.94,0,78155.78,-0.23,0,7291.07,19.86,28,0.33,-299.44,7.96,4079.5,-1.78,2.94,100.15,51.59,1.51,12.97,2874.38,6,216258,-0.36,12.73,101.33,153581.8,77648.16,153488.6,77640.62,2/12/2013 12:07
-0.88,13.23,0,78156.94,-0.23,0,6833.32,20.88,7.98,26,0.2,-346.78,4079.13,-1.46,1.87,99.13,0.43,51.52,13.23,2876.77,5.8,216287.8,-0.35,13.2,100.29,153595.2,77649.32,153488.6,77640.62,2/12/2013 12:12
-0.8,13.07,0,78158,-0.23,0,6637.32,20.91,6.99,26,-0.06,-344.03,4078.88,-1.54,1.27,95.21,51.55,0.17,13.09,2879.03,6,216317,-0.35,13.11,94.86,153608,77650.38,153488.6,77640.62,2/12/2013 12:17
-0.78,12.93,0,78159.05,-0.22,0,6674.39,20.66,6.8,26,-0.31,-346.03,4078.73,-1.34,1.5,95.4,51.59,-1.26,12.91,2881.44,5.8,216346.2,-0.34,12.91,94,153620.8,77651.44,153488.6,77640.62,2/12/2013 12:22
78160.2,-0.74,12.7,0,-0.22,0,6750.1,21.28,6.95,26,-0.19,-344.97,4078.57,-1.35,2.5,95.26,51.6,-1.52,12.67,2883.79,6,216376,-0.34,12.78,94.29,153633.8,77652.56,153488.6,77640.62,2/12/2013 12:27
78161.23,12.6,-0.73,0,-0.22,0,20.09,6979.65,-343.73,-0.01,6.71,26,4078.42,2.64,-1.56,95.2,12.6,51.63,-2.49,2885.98,216406.8,-0.35,6.2,12.56,95.33,77653.61,153647,153488.6,77640.62,2/12/2013 12:32
78162.24,11.92,-0.82,0,-0.2,0,18.69,4059.69,-344.47,0.27,6.45,16,4078.23,5.53,-1.64,94,12.02,42.98,2.52,2888.28,216437,-0.33,6,94.86,12.07,77654.63,153658.2,153488.6,77640.62,2/12/2013 12:37
78163.11,9.48,-0.94,0,-0.22,0,19.66,1800.28,0.23,-341.53,5.07,8,4078.13,2.77,-1.49,90,9.54,34.13,3.14,2890.23,5.8,216466.4,-0.32,91.14,9.62,77655.5,153662,153488.6,77640.62,2/12/2013 12:42
78163.83,8.28,-0.94,0,-0.22,0,18.17,1265.09,0.5,-340.48,4.75,4,4078.08,1.93,-1.4,88.43,8.37,26.16,-0.53,2891.88,5.6,216495,-0.32,92.17,8.37,77656.22,153665.4,153488.6,77640.62,2/12/2013 12:47
78164.41,5.57,-1.09,0,-0.22,0,53.8,16.16,0.39,-330.76,2.76,0,4078.09,12.27,-1.32,79.99,5.63,1.08,11.67,2893.16,5.25,216519.5,-0.3,83.86,5.83,77656.8,153666,153488.6,77640.62,2/12/2013 12:52
78164.77,3.4,-1.1,0,-0.23,0,37.34,15.93,0.27,-313.06,1.34,0,4078.15,-1.2,7.33,80.32,3.27,0.09,7.04,2893.94,4.6,216541.4,-0.31,84.67,3.68,77657.15,153666,153488.6,77640.62,2/12/2013 12:57
78165,1.69,-1.09,0,-0.24,0,40.84,15.55,0.27,-305.8,0.73,0,4078.17,-1.16,28.4,80.11,1.73,0.08,-1.67,2894.4,4.4,216563.4,-0.31,89.86,1.8,77657.38,153666,153488.6,77640.62,2/12/2013 13:02
78165.1,0.69,-1.09,0,-0.24,0,44.88,16.26,0.28,-295.24,0.66,0,4078.15,0.5,-1.15,79.69,0.08,-0.8,0.76,2894.62,4.17,216586.67,-0.31,0.67,102.29,77657.48,153666,153488.6,77640.62,2/12/2013 13:07
78165.15,0.5,-1.1,0,-0.25,0,39.46,15.6,0.27,-291.09,0.41,0,4078.12,0.5,-1.16,78.53,0.07,-0.8,0.56,2894.75,4.2,216610,-0.31,0.75,108,77657.53,153666,153488.6,77640.62,2/12/2013 13:12
78165.18,0.22,-1.09,0,-0.24,0,42.31,16.24,0.27,-292,0.51,0,4078.09,0.5,-1.16,78.62,0.07,-0.8,0.34,2894.83,4.2,216630.8,-0.32,0.35,134.33,77657.55,153666,153488.6,77640.62,2/12/2013 13:17
-1.09,78165.18,-0.03,0,-0.24,0,41.57,16.32,0.22,-292.42,0.45,0,4078.04,0.5,-1.15,77.97,0.08,-0.8,0.22,2894.85,4.4,216652.2,-0.32,0.07,176.86,77657.56,153666,153488.6,77640.62,2/12/2013 13:22
-1.03,78165.18,-0.19,0,-0.23,0,16.35,43.69,0.28,-290.9,0.76,0,4078,0.5,-1.22,77.61,-0.8,0.31,0.08,2894.84,4.2,216673.4,-0.33,-0.07,202.29,77657.56,153666,153488.6,77640.62,2/12/2013 13:27
-1.07,78165.18,-0.24,0,16.37,44.51,-0.24,0,0.24,-290.73,0.87,0,4077.94,78.13,0.5,-1.18,-0.8,0.34,0.07,2894.8,4.2,216694.8,-0.32,-0.22,213,77657.56,153666,153488.6,77640.62,2/12/2013 13:32
-1.08,78165.18,-0.29,0,15.4,42.49,-0.24,0,0.28,-286.32,0.7,2,4077.89,79.16,0.5,-1.16,-0.8,0.4,0.08,2894.76,4.4,216716.4,-0.32,-0.28,215.86,77657.56,153666.8,153488.6,77640.62,2/12/2013 13:37
-1.08,78165.18,-0.3,0,15.77,47.18,-0.24,0,0.27,-281.37,1.04,0,4077.83,80.41,0.5,-1.15,-0.8,0.4,0.08,2894.72,4.2,216737.4,-0.32,-0.25,218.86,77657.56,153667,153488.6,77640.62,2/12/2013 13:42
-1.09,78165.18,-0.3,0,15.85,43.96,-0.24,0,1.17,0.26,-276.3,0,4077.78,81.78,0.5,-1.15,-0.8,0.4,0.08,2894.66,4.2,216758.6,-0.32,-0.32,221.67,77657.56,153667,153488.6,77640.62,2/12/2013 13:47
78165.18,-0.36,-1.09,0,15.7,39.55,-0.24,0,1.03,0.28,-278.17,0,4077.72,82.53,0.5,-1.16,-0.8,0.45,0.08,2894.61,4.2,216779.8,-0.31,-0.33,223.57,77657.56,153667,153488.6,77640.62,2/12/2013 13:52
78165.18,-0.41,-1.09,0,15.66,-0.24,0,43.96,1.3,0.28,-275.77,0,4077.67,82.91,0.5,-1.16,0.08,-0.8,0.5,2894.54,4.4,216801.4,-0.32,-0.41,229,77657.56,153667,153488.6,77640.62,2/12/2013 13:57
78165.18,-0.43,-1.08,0,14.96,-0.23,0,43.69,1.1,0.26,-276.73,0,4077.61,82.77,0.5,-1.16,0.08,-0.8,0.5,2894.47,4.6,216823.8,-0.33,-0.51,232.17,77657.56,153667,153488.6,77640.62,2/12/2013 14:02
78165.18,-0.43,-1.08,0,14.82,0,-0.24,43.32,1.03,0.25,-267.84,0,4077.56,82.2,0.5,-1.16,0.07,-0.8,0.5,2894.39,4.25,216843.5,-0.33,-0.44,233,153667,77657.56,153488.6,77640.62,2/12/2013 14:07
78165.18,-0.45,-1.09,0,15.29,0,-0.24,41.66,1.21,0.25,-259.39,0,4077.51,81.5,0.5,-1.16,0.09,-0.8,0.51,2894.31,4.4,216863.2,-0.32,-0.41,232.67,153667,77657.56,153488.6,77640.62,2/12/2013 14:12
78165.18,-0.53,-1.08,0,15.18,0,-0.24,40.19,0.24,-262.88,0.82,0,4077.46,80.6,0.5,-1.16,0.08,-0.8,0.57,2894.22,4.4,216885.6,-0.32,-0.46,236.14,153667,77657.56,153488.6,77640.62,2/12/2013 14:17
78165.18,-0.55,-1.09,0,15.83,0,-0.24,43.04,0.15,-266.71,1.04,0,4077.41,79.13,0.5,-1.16,0.08,-0.8,0.56,2894.13,4.2,216906.4,-0.32,-0.45,243.86,153667,77657.56,153488.6,77640.62,2/12/2013 14:22
0,78165.18,-0.55,-1.09,15.88,45.37,0,-0.24,0.18,-269.73,0.85,0,4077.36,77.27,0.5,-1.16,0.08,-0.8,0.58,2894.04,4.2,216927.2,-0.32,-0.4,239.17,153667,77657.56,153488.6,77640.62,2/12/2013 14:27
0,78165.18,-0.57,-1.09,41.48,15.87,-0.24,0,-180.89,0.15,0.23,0,4077.32,-1.17,0.5,76.1,0.08,-0.8,0.6,2893.94,216948,-0.33,4,-0.42,242.83,153667,77657.56,153488.6,77640.62,2/12/2013 14:32
0,78165.18,-0.53,-1.07,16.19,41.2,-0.24,0,-149.02,0.11,0.03,0,4077.28,-1.18,0.5,73.94,0.08,-0.8,0.52,2893.85,216969,-0.33,4.2,-0.4,242.14,153667,77657.56,153488.6,77640.62,2/12/2013 14:37
0,78165.18,-0.51,-1.09,14.89,44.33,-0.24,0,-123.19,0.07,0.04,0,4077.24,-1.18,0.5,71.14,0.08,-0.8,0.5,2893.76,216989.8,-0.33,4.2,-0.38,244,153667,77657.56,153488.6,77640.62,2/12/2013 14:42
0,78165.18,-0.54,-1.07,15.63,43.74,-0.24,0,-148.59,0.02,0.07,0,4077.21,-1.19,0.5,67.55,0.07,-0.8,0.5,2893.67,217011,-0.33,4.2,243,-0.42,153667,77657.56,153488.6,77640.62,2/12/2013 14:47
0,78165.19,-0.36,-1.04,14.96,42.49,-0.24,0,-0.09,-150.13,0.13,0,4077.17,-1.22,0.5,63.07,0.07,-0.8,0.52,2893.57,-0.33,4.2,217032,248.29,-0.38,153667,77657.57,153488.6,77640.62,2/12/2013 14:52
0,78165.19,-0.54,-1.07,44.15,15.72,-0.24,0,-0.12,-220.23,0.16,0,4077.15,-1.19,0.5,58.73,0.07,-0.8,0.54,2893.47,-0.33,4.2,217052.8,252.43,-0.43,153667,77657.57,153488.6,77640.62,2/12/2013 14:57
0,78165.19,-0.5,-1.11,42.4,15.87,-0.24,0,-0.18,-281.64,0.14,0,4077.13,-1.18,0.5,54.72,0.09,-0.8,0.53,2893.37,4.2,-0.32,217073.6,255.67,-0.34,153667,77657.57,153488.6,77640.62,2/12/2013 15:02
0,78165.19,-0.47,-1.1,37.25,15.58,-0.24,0,-0.25,-291.33,0,0,4077.11,-1.17,0.5,50.24,0.07,-0.8,0.57,2893.27,4.2,-0.32,217094.8,257.57,-0.34,153667,77657.57,153488.6,77640.62,2/12/2013 15:07
0,78165.19,0,-1.01,401.37,16.24,-0.23,0,-0.33,-194.51,0.1,4,4077.1,-1.21,0.5,44.26,6.55,-0.8,0.47,2893.18,5.2,-0.38,217118.2,319.71,0.13,153668.2,77657.57,153488.6,77640.62,2/12/2013 15:12
0,78165.21,0.29,-1.07,40.01,15.87,-0.23,0,-0.35,-23.44,0.44,0,4077.17,-1.2,0.5,40.28,0.08,-0.8,0.47,2893.16,5,-0.35,217144,0.48,350,153669,77657.59,153488.6,77640.62,2/12/2013 15:17
0,78165.23,0.14,-1.1,41.81,16.33,-0.23,0,-0.4,-49.25,0.32,0,4077.23,-1.19,0.5,37.8,0.08,-0.8,0.43,2893.14,5,217169,-0.34,0.43,326.14,153669,77657.61,153488.6,77640.62,2/12/2013 15:22
0,78165.24,0,-1.11,42.58,16.09,-0.23,0,-0.4,-87.46,0.8,0,4077.28,-1.19,0.5,32.7,0.08,-0.8,0.4,2893.08,5,217194,-0.33,0.33,301.14,153669,77657.62,153488.6,77640.62,2/12/2013 15:27
78165.24,-0.09,-1.12,0,16.48,-0.23,0,42.31,0,-0.4,-92.63,1.27,4077.31,25.78,-1.2,0.5,0.43,0.08,-0.8,2893,4.6,217217.8,-0.33,283.67,0.19,77657.62,153669,153488.6,77640.62,2/12/2013 15:32
78165.24,-0.13,-1.13,0,16.17,-0.24,0,42.22,0,-0.51,-96.55,1.63,4077.32,21.66,-1.21,0.5,0.52,0.07,-0.8,2892.91,4.4,217240.2,-0.32,277.86,0.08,77657.62,153669,153488.6,77640.62,2/12/2013 15:37
78165.24,2.07,-1.12,0,15.64,-0.24,0,40.47,0,-0.48,-95.9,1.57,4077.34,19.89,-1.2,0.5,0.56,0.08,-0.8,2892.82,4.2,217261.2,-0.32,280.57,0.13,77657.62,153669,153488.6,77640.62,2/12/2013 15:42
78165.24,12.88,-1.11,0,-0.23,0,41.85,15.81,0,-0.09,-97,2.57,4077.35,18.93,-1.18,0.5,0.57,0.07,-0.8,2892.71,4.2,217282.6,-0.32,277.33,0.02,77657.62,153669,153488.6,77640.62,2/12/2013 15:47
78165.24,12.88,-1.11,0,-0.24,47.09,0,15.66,0,-0.09,-100.95,2.77,4077.37,17.97,-1.18,0.5,0.6,0.08,-0.8,2892.6,4.4,217304.4,-0.32,278.86,0.04,77657.62,153669,153488.6,77640.62,2/12/2013 15:52
78165.24,12.88,-1.1,0,-0.23,40.19,0,16.35,0,-0.09,-98.06,2.46,4077.39,16.41,0.5,-1.18,0.08,-0.8,0.6,2892.49,4.2,217325.6,-0.32,277.43,0.03,77657.62,153669,153488.6,77640.62,2/12/2013 15:57
